,Unnamed: 0,Name,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Slashing,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3.0/Day,2.0/Day,1.0/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
282,282,Lizardfolk Sovereign,Medium,Elemental,Neutral,Swamp,Swamp,,Individual,15.0,78.0,1.0,30.0,20.0,,,,30.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,4.0,2.0,,"Perception, Stealth",,,Frightened,,,60.0,,,14.0,"Draconic, Primordial (Terran)",4.00000/1,1100.0,2.0,,,2.0,Melee,5.0,5.0,=,8.0,Piercing,Melee,5.0,5.0,=,10.0,Bludgeoning,,,,=,,,,,,=,,,,,"Atk 1 on hit gain temp hp based on damage, Ark 2 on hit prone",,,,,,,,,Charge use the move action,,,,,,,,,,,,
283,283,Mage,Medium or Small,Humanoid (Wizard),Neutral,Any,Any,,"Arcana, Individual",15.0,81.0,2.0,30.0,,,,,,-1.0,3.0,2.0,1.0,0.0,0.0,-1.0,3.0,2.0,1.0,0.0,0.0,"Arcana, History, Perception",,,,,,,,,,14.0,Common plus three other languages,6.00000/1,2300.0,3.0,,,3.0,Melee,6.0,5.0,=,16.0,Force,Ranged,6.0,120.0,120,16.0,Force,,,,=,,,,,,=,,,,,,Intelligence,14.0,"Constitution, Dexterity",6.0,"Detect Magic, Light, Mage Armor, Mage Hand, Prestidigitation","Counter Spell, Misty Step, Shield","Fireball (Level 4), Invisibility","Cone of Cold, Fly",Misty Step cast misty step,Protective Magic cast counterspell or shield,,,,,,,,,,,
284,284,Mage Apprentice,Medium or Small,Humanoid (Wizard),Neutral,Any,Any,,"Arcana, Individual",15.0,49.0,2.0,30.0,,,,,,-1.0,3.0,2.0,1.0,1.0,0.0,-1.0,5.0,2.0,3.0,1.0,0.0,"Arcana, Perception",,,,,,,,,,13.0,Common plus one other language,2.00000/1,450.0,2.0,,,1.0,Melee,5.0,5.0,=,14.0,Force,Ranged,5.0,120.0,120,14.0,Force,,,,=,,,,,,=,,,,,,Intelligence,13.0,"Constitution, Dexterity",5.0,"Mage Hand, Prestidigitation",,,"Disguise Self, Ice Knife, Mage Armor, Thunderwave",,,,,,,,,,,,,
285,285,Magma Mephit,Small,Elemental,Neutral Evil,Planar (Elemental Planes),Planar,Elemental Planes,,11.0,18.0,1.0,30.0,,,30.0,,,-1.0,-2.0,1.0,0.0,1.0,0.0,-1.0,-2.0,1.0,0.0,1.0,0.0,Stealth,,Cold,,"Exhaustion, Poisoned","Fire, Poison",,60.0,,,10.0,"Primordial (Ignan, Terran)",45659,100.0,2.0,Death Burst,,1.0,Melee,3.0,5.0,=,6.0,"Slashing, Fire",,,,=,,,,,,=,,,,,,=,,,11.0,Dexterity,Fire Breath recharges on 6 15ft cone on fail 7 fire damage,,,,,,,,,,,,,,,,,,,,,
286,286,Magmin,Small,Elemental,Chaotic Neutral,Planar (Elemental Plane of Fire),Planar,Elemental Plane of Fire,,14.0,13.0,2.0,30.0,,,,,,-2.0,-1.0,2.0,0.0,1.0,0.0,-2.0,-1.0,2.0,0.0,1.0,0.0,,,,,,Fire,,60.0,,,10.0,Primordial (Ignan),45659,100.0,2.0,Death Burst,,1.0,Melee,4.0,5.0,=,7.0,Fire,,,,=,,,,,,=,,,,,,=,,,11.0,Dexterity,Atk 1 on hit target starts burning,,,,,,,,,Ignited Illumination can make themselves ablaze or not sheds 10ft bright light and 10ft dim light,,,,,,,,,,,,
287,287,Mammoth,Huge,Beast,Unaligned,Arctic,Arctic,,,13.0,126.0,2.0,50.0,,,,,,7.0,-4.0,-1.0,0.0,5.0,-2.0,10.0,-4.0,-1.0,0.0,8.0,-2.0,,,,,,,,,,,10.0,,6.00000/1,2300.0,3.0,,,2.0,Melee,10.0,10.0,=,18.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Akt. gives the prone condition,,,,,,,,,DC 18 dex save prone condition and 29 damage,,,,,,,,,,,,
288,288,Manes,Small,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,,9.0,9.0,-1.0,20.0,,,,,,0.0,-4.0,-1.0,-1.0,1.0,-3.0,0.0,-4.0,-1.0,-1.0,1.0,-3.0,,,,"Cold, Fire, Lightning","Charmed, Frightened, Poisoned",Poison,,60.0,,,9.0,Understands Abyssal,45665,25.0,2.0,,,1.0,Melee,2.0,5.0,=,5.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
289,289,Manes Vaporspawn,Medium,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,,13.0,19.0,1.0,30.0,,,,,,2.0,-3.0,1.0,-1.0,2.0,-4.0,2.0,-3.0,1.0,-1.0,2.0,-4.0,,,,"Cold, Fire, Lightning","Charmed, Exhaustion, Frightened, Grappled, Poisoned, Restrained",Poison,,60.0,,,9.0,Understands Abyssal,1.00000/1,200.0,2.0,"Contortionist, Sickening Vapors",,1.0,Melee,4.0,5.0,=,10.0,"Slashing, Necrotic",,,,=,,,,,,=,,,,,,=,,,12.0,Constitution,,,,,,,,,,Can take the hide action in dim light or darkness,,,,,,,,,,,,
290,290,Manticore,Large,Monstrosity,Lawful Evil,"Arctic, Coastal, Grassland, Hill, Mountain","Arctic, Coastal, Grassland, Hill, Mountain",,Any,14.0,68.0,3.0,30.0,,,50.0,,,3.0,-2.0,3.0,1.0,3.0,-1.0,3.0,-2.0,3.0,1.0,3.0,-1.0,,,,,,,,60.0,,,11.0,Common,3.00000/1,700.0,2.0,,,3.0,Melee,5.0,5.0,=,7.0,Slashing,Ranged,5.0,100.0,100,7.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
291,291,Marid,Large,Elemental (Genie),Chaotic Neutral,"Coastal, Planar (Elemental Plane of Water), Underwater","Coastal, Planar, Underwater",Elemental Plane of Water,Relics,17.0,229.0,5.0,30.0,,,60.0,,90.0,6.0,4.0,1.0,3.0,8.0,4.0,6.0,4.0,5.0,3.0,8.0,8.0,,,,"Acid, Cold, Lightning",,,30,120.0,,,13.0,Primordial (Aquan),11.00000/1,7200.0,4.0,"Amphibious, Elemental Restoration, Wishes",,3.0,Melee,10.0,15.0,=,24.0,"Slashing, Cold",,,,=,,,,,,=,,,,,,=,,,18.0,Dexterity,Water Jet 60ft long 10ft wide line on fail 31 cold damage pushed 20ft and prone,Charisma,16.0,,8.0,"Create or Destroy Water, Detect Evil and Good, Detect Magic, Purify Food and Drink",,,"Control Water, Gaseous Form, Invisibility, Plane Shift, Tongues",Misty Viel recharges on 5-6 cast Fog Cloud,,,,,,,,,,,,
292,292,Marilith,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,16.0,220.0,10.0,40.0,,40.0,,,,4.0,4.0,5.0,3.0,5.0,5.0,9.0,4.0,5.0,8.0,10.0,10.0,Perception,,,"Cold, Fire, Lightning",Poisoned,Poison,,,120.0,,18.0,"Abyssal, Telepathy",16.00000/1,15000.0,5.0,"Demonic Restoration, Magic Resistance, Reactive",,7.0,Melee,10.0,5.0,=,17.0,"Slashing, Necrotic",,,,=,,,,,,=,,,,,,=,,,17.0,Strength,Constrict within 5ft on fail 15 bludgeoning and are grappled and restrained,,,,,,,,,Teleport recharges on 5-6 teleport 120ft,When hit with an attack +5 to AC,,,,,,,,,,,
293,293,Mastiff,Medium,Beast,Unaligned,"Forest, Hill, Urban","Forest, Hill, Urban",,,12.0,5.0,2.0,40.0,,,,,,1.0,-4.0,2.0,1.0,1.0,-2.0,1.0,-4.0,2.0,3.0,1.0,-2.0,Survival,Perception,,,,,,60.0,,,15.0,,45665,25.0,2.0,,,1.0,Melee,3.0,5.0,=,4.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Target becomes prone,,,,,,,,,,,,,,,,,,,,,
294,294,Medusa,Medium,Monstrosity,Lawful Evil,Desert,Desert,,Any,15.0,127.0,6.0,30.0,,,,,,0.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,"Deception, Perception, Stealth",,,,,,,150.0,14.0,,14.0,Common plus one other language,6.00000/1,2300.0,3.0,,,3.0,Melee,6.0,5.0,=,10.0,Slashing,Melee,5.0,5.0,=,19.0,"Piercing, Poison",Ranged,5.0,150.0,150,11.0,Poison,,,,=,,,13.0,Constitution,,,,,,,,,,Petrifying Gaze recharges 5-6 30ft cone on fail restrained on second fail petrified,,,,,,,,,,,,
295,295,Merfolk Skirmisher,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,11.0,11.0,1.0,10.0,,,,,40.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,12.0,"Common, Primordial (Aquan)",45665,25.0,2.0,Amphibious,,1.0,Melee,2.0,5.0,=,5.0,"Piercing, Cold",Ranged,2.0,20.0,20,5.0,"Piercing, Cold",,,,=,,,,,,=,,,,,Atk 1 or Atk 2 on hit speed decreases by 10ft,,,,,,,,,,,,,,,,,,,,,
296,296,Merfolk Wavebender,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,14.0,97.0,4.0,10.0,,,,,40.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,1.0,7.0,7.0,5.0,5.0,Perception,,,Cold,,,,,,,17.0,Primordial (Aquan),6.00000/1,2300.0,3.0,Amphibious,,2.0,Melee,7.0,5.0,=,20.0,Cold,Ranged,7.0,60.0,60,20.0,Cold,,,,=,,,,,,=,,,15.0,Strength,Atk 1 or Atk 2 on hit prone,Wisdom,15.0,,7.0,"Elementalism, Light",,,"Control Water, Create or Destroy Water",,Watery Rebuke comes within 5ft on fail 14 cold damage and pushed 30ft,,,,,,,,,,,
297,297,Merrow,Large,Monstrosity,Chaotic Evil,"Coastal, Underwater","Coastal, Underwater",,Any,13.0,45.0,2.0,10.0,,,,,40.0,4.0,-1.0,2.0,0.0,2.0,-1.0,4.0,-1.0,2.0,0.0,2.0,-1.0,,,,,,,,60.0,,,10.0,"Abyssal, Primordial (Aquan)",2.00000/1,450.0,2.0,Amphibious,,2.0,Melee,6.0,5.0,=,6.0,Piercing,Melee,6.0,5.0,=,9.0,Slashing,Melee,6.0,5.0,=,11.0,Piercing,Ranged,6.0,5.0,5,11.0,Piercing,,,,,,,,,,,,,,,,,,,,,,,,
298,298,Mezzoloth,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Gehenna),Planar,Gehenna,Armaments,18.0,75.0,3.0,40.0,,,,,,4.0,-2.0,0.0,2.0,3.0,0.0,4.0,-2.0,0.0,2.0,3.0,0.0,Perception,,,"Cold, Fire, Lightning",Poisoned,"Acid, Poison",60,60.0,,,15.0,"Abyssal, Infernal, Telepathy",5.00000/1,1800.0,5.0,"Fiendish Restoration, Magic Resistance",,2.0,Melee,7.0,5.0,=,9.0,Slashing,Melee,7.0,5.0,=,18.0,"Piercing, Force",Ranged,7.0,20.0,20,18.0,"Piercing, Force",,,,=,,,,,Akt 1 on hit the target is grappled and restrained,Wisdom,13.0,Constitution,7.0,,,,"Cloudkill, Darkness, Dispel Magic",Teleport recharges on 5-6 teleport 60ft,,,,,,,,,,,,
299,299,Mimic,Medium,Monstrosity,Neutral,"Underdark, Urban","Underdark, Urban",,Any,12.0,58.0,3.0,20.0,,,,,,3.0,-3.0,1.0,1.0,2.0,-1.0,3.0,-3.0,1.0,1.0,2.0,-1.0,,Stealth,,,Prone,Acid,,60.0,,,11.0,,2.00000/1,450.0,2.0,Adhesive,,1.0,Melee,5.0,5.0,=,11.0,"Piercing, Acid",Melee,5.0,5.0,=,11.0,"Bludgeoning, Acid",,,,=,,,,,,=,,,,,"Atk 1 if target grappled advantage and 16 piercing and acid damage, Atk 2 on hit grappled",,,,,,,,,Shape-Shift,,,,,,,,,,,,
300,300,Mind Flayer,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,15.0,99.0,4.0,30.0,,,15.0,15.0,,0.0,4.0,1.0,3.0,1.0,3.0,0.0,7.0,4.0,6.0,1.0,6.0,"Arcana, Insight, Perception, Stealth",,,Psychic,,,,120.0,,,16.0,"Deep Speech, Undercommon, Telepathy",7.00000/1,2900.0,3.0,Magic Resistance,,1.0,Melee,7.0,5.0,=,22.0,Psychic,,,,=,,,,,,=,,,,,,=,,,15.0,"Constitution, Intelligence","Akt 1 grapples on a hit and gives the stunned condition, Extract Brian A Grappled target caused 55 piercing damage and kills the target at 0 hp, Mind Blast recharge on 5-6 60ft coone 31 psychic damage and the target is stunned",Intelligence,15.0,Wisdom,7.0,Detect Thoughts,,,"Dominate Monster, Plane Shift (self)",,,,,,,,,,,,,
301,301,Mind Flayer Arcanist,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,16.0,143.0,6.0,30.0,,,30.0,30.0,,0.0,5.0,2.0,3.0,1.0,3.0,0.0,9.0,6.0,7.0,1.0,7.0,"Insight, Perception, Stealth",Arcana,,,"Charmed, Frightened",Psychic,,120.0,,,17.0,"Deep Speech, Undercommon, Telepathy",11.00000/1,7200.0,4.0,Magic Resistance,,3.0,Melee,9.0,5.0,=,27.0,Psychic,Ranged,9.0,5.0,5,120.0,Psychic,,,,=,,,,,,=,,,17.0,Intelligence,"Akt 1 on a hit target can teleport 30ft and if reduced to 0 the target dies, Mind Burst recharge 5-6 40ft emanation 41 psychic and the target is stunned",Intelligence,17.0,"Dexterity, Wisdom",9.0,"Detect Magic, Detect Thoughts, Disguise Self, Mage Hand",,Shield,"Clairvoyance, Dimension Door, Fireball (level 5), Lightning Bolt (level 5), Plane Shift (self), Sending",,Cast Shield,,,,,,,,,,,
302,302,Minotaur of Baphomet,Large,Monstrosity,Chaotic Evil,Underdark,Underdark,,Armaments,14.0,85.0,0.0,40.0,,,,,,4.0,-2.0,0.0,3.0,3.0,-1.0,4.0,-2.0,0.0,3.0,3.0,-1.0,,"Perception, Survival",,,,,,60.0,,,17.0,Abyssal,3.00000/1,700.0,2.0,,,1.0,Melee,6.0,10.0,=,20.0,Slashing,Melee,6.0,5.0,=,18.0,Piercing,,,,=,,,,,,=,,,,,Atk 2 recharges on 5-6 if moved 10+ before attack on hit +10 piercing and prone,,,,,,,,,,,,,,,,,,,,,
303,303,Minotaur Skeleton,Large,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,,12.0,45.0,0.0,40.0,,,,,,4.0,-2.0,0.0,-1.0,2.0,-3.0,4.0,-2.0,0.0,-1.0,2.0,-3.0,,,Bludgeoning,,"Exhaustion, Poisoned",Poison,,60.0,,,9.0,Understands Abyssal,2.00000/1,450.0,2.0,,,1.0,Melee,6.0,5.0,=,11.0,Piercing,Melee,6.0,5.0,=,15.0,Bludgeoning,,,,=,,,,,,=,,,,,Akt 1 charge if move at least 20ft 9 extra damage and prone,,,,,,,,,,,,,,,,,,,,,
304,304,Modron Duodrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,,15.0,11.0,1.0,30.0,,,,,,0.0,-2.0,1.0,0.0,1.0,-2.0,0.0,-2.0,1.0,0.0,1.0,-2.0,,,,,Charmed,,,,120.0,,10.0,Modron,45661,50.0,2.0,Disintegration,,2.0,Melee,3.0,5.0,=,4.0,Force,Ranged,3.0,30.0,30,4.0,Force,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
305,305,Modron Monodrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,,15.0,5.0,2.0,30.0,,,20.0,,,0.0,-3.0,2.0,0.0,1.0,-3.0,0.0,-3.0,2.0,0.0,1.0,-3.0,,,,,Charmed,,,,120.0,,10.0,Modron,45665,25.0,2.0,Disintegration,,1.0,Melee,4.0,5.0,=,6.0,Force,Ranged,4.0,120.0,120,6.0,Force,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
306,306,Modron Pentadrone,Large,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,,16.0,32.0,2.0,40.0,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,,Perception,,,Charmed,,,,120.0,,14.0,Modron,2.00000/1,450.0,2.0,Disintegration,,5.0,Melee,4.0,5.0,=,5.0,Force,Ranged,4.0,120.0,120,5.0,Lightning,,,,=,,,,,,=,,,11.0,Constitution,Paralysis recharges 5-6 30ft cone on fail paralyzed,,,,,,,,,,,,,,,,,,,,,
307,307,Modron Quadrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,,16.0,22.0,2.0,30.0,,,30.0,,,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,Perception,,,,Charmed,,,,120.0,,12.0,Modron,1.00000/1,200.0,2.0,Disintegration,,4.0,Melee,4.0,5.0,=,4.0,Force,Ranged,4.0,320.0,320,4.0,Force,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
308,308,Modron Tridrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,,15.0,16.0,1.0,30.0,,,,,,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,,,,,Charmed,,,,120.0,,10.0,Modron,45659,100.0,2.0,Disintegration,,3.0,Melee,3.0,5.0,=,4.0,Force,Ranged,3.0,120.0,120,4.0,Force,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
309,309,Mud Mephit,Small,Elemental,Neutral Evil,"Swamp, Planar (Elemental Planes)","Swamp, Planar",Elemental Planes,,11.0,13.0,1.0,20.0,,,20.0,,20.0,-1.0,-1.0,1.0,0.0,1.0,-2.0,-1.0,-1.0,1.0,0.0,1.0,-2.0,Stealth,,,,"Exhaustion, Poisoned",Poison,,60.0,,,10.0,"Primordial (Aquan, Terran)",45661,50.0,2.0,Death Burst,,1.0,Melee,3.0,5.0,=,4.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,11.0,Dexterity,Mud Breath recharges on 6 within 15ft on fail restrained,,,,,,,,,,,,,,,,,,,,,
310,310,Mule,Medium,Beast,Unaligned,"Desert, Hill, Urban","Desert, Hill, Urban",,,10.0,11.0,0.0,40.0,,,,,,2.0,-4.0,0.0,0.0,1.0,-3.0,4.0,-4.0,0.0,0.0,1.0,-3.0,,,,,,,,,,,10.0,,45665,25.0,2.0,Beast of Burden,,1.0,Melee,4.0,5.0,=,4.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
311,311,Mummy,Medium or Small,Undead,Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,11.0,58.0,-1.0,20.0,,,,,,3.0,-2.0,-1.0,1.0,3.0,1.0,3.0,-2.0,-1.0,3.0,3.0,1.0,,,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,60.0,,,11.0,Common plus two other languages,3.00000/1,700.0,2.0,,,3.0,Melee,5.0,5.0,=,18.0,"Bludgeoning, Necrotic",,,,=,,,,,,=,,,,,,=,,,11.0,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail frightened",,,,,,,,,,,,,,,,,,,,,
312,312,Mummy Lord,Medium or Small,Undead (Cleric),Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,17.0,187.0,10.0,30.0,,,,,,4.0,0.0,0.0,4.0,3.0,3.0,4.0,5.0,0.0,9.0,3.0,3.0,"History, Perception, Religion",,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,,60.0,,19.0,Common plus three other languages,15.00000/1,13000.0,5.0,"Magic Resistance, Undead Restoration",3.0,2.0,Melee,9.0,5.0,=,25.0,"Bludgeoning, Necrotic",Ranged,9.0,60.0,60,25.0,Necrotic,,,,=,,,,,,=,,,17.0,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail paralyzed",Wisdom,17.0,"Constitution, Wisdom",9.0,"Dispel Magic, Command (level 2), Thaumaturgy",,,"Animate Dead, Harm, Insect Plague (level 7)",,Whirlwind of Sand when hit +2 to AC teleports 60ft within 5ft Blinded,3.0,,,"Dream Command cast command, Glare uses dreadful glare, Make another attack",Yes,15000.0,4.0,4.0,15.0,Constitution,When casting divination on fail the spell does not work
313,313,Myconid Adult,Medium,Plant,Lawful Neutral,Underdark,Underdark,,Any,12.0,16.0,0.0,20.0,,,,,,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,1.0,-2.0,,,,,,,,120.0,,,11.0,Telepathy,45659,100.0,2.0,Sun Sickness,,1.0,Melee,2.0,5.0,=,7.0,"Bludgeoning, Poison",,,,=,,,,,,=,,,,,,=,,,11.0,Constitution,"Pacifyin Spores 1/day within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
314,314,Myconid Sovereign,Large,Plant,Lawful Neutral,Underdark,Underdark,,Any,13.0,45.0,0.0,30.0,,,,,,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,120.0,,,12.0,Telepathy,2.00000/1,450.0,2.0,Sun Sickness,,2.0,Melee,3.0,5.0,=,11.0,"Bludgeoning, Poison",,,,=,,,,,,=,,,,,,=,,,12.0,Constitution,"Animating Spores 3/day turns corpses into Myconid Spore Servant, Pacifyin Spores within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
315,315,Myconid Spore Servant,Medium or Small,Plant,Unaligned,Underdark,Underdark,,Any,13.0,37.0,1.0,20.0,,,,,,3.0,-4.0,1.0,-2.0,3.0,-5.0,3.0,-4.0,1.0,-2.0,3.0,-5.0,,,,,"Blinded, Charmed, Frightened, Paralyzed, Poisoned",Poison,30,,,,8.0,Telepathy,1.00000/1,200.0,2.0,,,1.0,Melee,5.0,5.0,=,8.0,"Bludgeoning, Poison",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
316,316,Myconid Sprout,Small,Plant,Lawful Neutral,Underdark,Underdark,,Any,10.0,3.0,0.0,10.0,,,,,,-1.0,-1.0,0.0,0.0,0.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-3.0,,,,,,,,120.0,,,10.0,Telepathy,0.00000/1,10.0,2.0,Sun Sickness,,1.0,Melee,1.0,5.0,=,3.0,"Bludgeoning, Poison",,,,=,,,,,,=,,,,,,=,,,,,Rapport Spores gives telepathy to creatures within 30ft,,,,,,,,,,,,,,,,,,,,,
317,317,Nalfeshnee,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Relics,18.0,184.0,5.0,20.0,,,30.0,,,5.0,4.0,0.0,1.0,6.0,2.0,5.0,9.0,0.0,6.0,11.0,7.0,,,,"Cold, Fire, Lightning","Frightened, Poisoned",Poison,,,120.0,,11.0,"Abyssal, Telepathy",13.00000/1,10000.0,5.0,"Demonic Restoration, Magic Resistance",,3.0,Melee,10.0,10.0,=,27.0,"Slashing, Force",,,,=,,,,,,=,,,,,,=,,,15.0,Wisdom,Teleport 120ft,,,,,,,,,Horror Nimbus recharges on 5-6 within 15ft 28 psychic damage and the target is frightened,Teleport within 10ft of a target,,,,,,,,,,,
318,318,Needle Blight,Medium,Plant,Neutral,Forest,Forest,,,12.0,16.0,1.0,30.0,,,,,,1.0,-3.0,1.0,-1.0,1.0,-4.0,1.0,-3.0,1.0,-1.0,1.0,-4.0,,,,,Deafened,,60,,,,9.0,Understands Common,45661,50.0,2.0,,,1.0,Melee,3.0,5.0,=,6.0,Slashing,Ranged,3.0,30.0,30,6.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,Night Hag,Medium,Fey (Hag),Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,Arcana,17.0,112.0,5.0,30.0,,,,,,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,"Deception, Insight, Perception, Stealth",,,"Cold, Fire",Charmed,,,120.0,,,15.0,"Abyssal, Common, Infernal, Primordial",5.00000/1,1800.0,3.0,"Coven Magic, Magic Resistance, Soul Bag",,2.0,Melee,7.0,5.0,=,13.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,Nightmare Haunting cast dream,Intelligence,14.0,Wisdom,6.0,"Detect Magic, Etherealness, Magic Missile (Level 4)",,"Phantasmal Killer, Plane Shift (self)",,Shape-Shift,,,,,,,,,,,,
320,320,Nightmare,Large,Fiend,Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,,13.0,68.0,2.0,60.0,,,90.0,90.0,,4.0,0.0,2.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,3.0,2.0,,,,,,Fire,,,,,11.0,"Understands Abyssal, Common, and Infernal",3.00000/1,700.0,2.0,"Confer Fire Resistance, Illumination",,1.0,Melee,6.0,5.0,=,23.0,"Bludgeoning, Fire",,,,=,,,,,,=,,,,,,=,,,,,Ethereal Stride teleport itself and 3 others to the ethereal plane,,,,,,,,,,,,,,,,,,,,,
321,321,Noble,Medium or Small,Humanoid,Neutral,Any,Any,,Individual,15.0,9.0,1.0,30.0,,,,,,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,"Deception, Insight, Persuasion",,,,,,,,,,12.0,Common plus two other languages,45665,25.0,2.0,,,1.0,Melee,3.0,5.0,=,5.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,Parry hit by  melee +2 to AC,,,,,,,,,,,
322,322,Noble Prodigy,Medium or Small,Humanoid,Neutral,Any,Any,,Individual,16.0,148.0,7.0,30.0,,,,,,-1.0,2.0,3.0,2.0,1.0,4.0,-1.0,2.0,7.0,6.0,5.0,8.0,"Perception, Persuasion",,,,,,,,,,16.0,Common plus two other languages,10.00000/1,5900.0,4.0,,,3.0,Melee,8.0,5.0,=,18.0,Psychic,Ranged,8.0,60.0,60,18.0,Psychic,,,,=,,,,,,=,,,,,Atk 1 and Atk 2 on hit charmed,Charisma,16.0,Wisdom,8.0,"Mage Armor, Mage Hand, Minor Illusion",,Shield,"Befuddlement, Detect Thoughts, Fly, Scrying, Shatter (level 7)",,Shield cast shield,,,,,,,,,,,
